galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_einstein_radius,galaxies_source_bulge_centre_0,galaxies_source_bulge_centre_1,galaxies_source_bulge_elliptical_comps_0,galaxies_source_bulge_elliptical_comps_1,galaxies_source_bulge_intensity,galaxies_source_bulge_effective_radius,galaxies_source_bulge_sersic_index,log_likelihood,log_prior,log_posterior,weights
0.05649835484212097,0.10543981984755656,-0.3382412078144412,0.9818364020413868,2.4526967419152075,-0.012005047088117705,0.06433859991974698,0.6533071863894073,-0.2626603532545464,103767.42085262026,15.948261800665453,2.2779197028071683,-1.9133816082039547e+18,0.801991028141832,-1.9133816082039547e+18,0.0
-0.0036375020627489175,-0.05410396442208257,0.6049335739244881,-0.09459051399891738,2.3248643160130187,-0.288891148385743,-0.2611097303637468,0.6626732787357366,0.34927854935146785,40608.554556500596,1.3650901926811059,6.966070959567627,-1.9874743722382006e+17,1.7220248454681202,-1.9874743722382006e+17,0.0
-0.11047357187710351,-0.022078917563812448,0.9799656323371138,0.3570685922312977,2.910690900530139,-0.5756183608266185,-0.21034930192550771,-0.6923204045555658,-0.25791535900817464,148084.42955023856,0.6953593940905759,7.966582353372596,-1.3678069085834278e+16,4.15928047801641,-1.3678069085834274e+16,0.0
-0.10270938490840661,0.037620000047098014,-0.34998894557345905,0.5718447771690933,2.792078121823448,-0.06913825978905631,0.13532386013950826,-0.8506908628365639,-0.10995070761665238,57653.10595147659,0.339577162514984,7.986276442776988,-1.2639204480341386e+16,3.67137271988959,-1.2639204480341382e+16,0.0
0.05940018257942434,0.10062787312844258,0.0993288241827881,-0.9875308343725246,2.7351309974280786,-0.16577746305216806,0.17978331694885083,0.7718636597204775,0.4955868192329491,249725.48450810736,0.33447742528460045,4.328197191784202,-5124247679699876.0,4.004705526259852,-5124247679699872.0,0.0
-0.035513171528796,-0.07976754792012622,-0.9489437260179061,0.56995550726943,0.9334052597119628,-0.3042659150612237,-0.4376638303801061,0.3157860160768997,-0.3079374765466054,243350.0835819094,0.3414792623862569,3.3925496115106992,-1719528995682015.5,4.888127397510133,-1719528995682010.5,0.0
-0.06493800369671923,-0.21624451314126444,-0.22582175587971465,0.22538176741138272,0.6980089183809471,-0.30942839447407894,0.1725889546858565,-0.5950129265460549,0.7230298237257735,33869.14141354822,0.4499739960251133,5.886598723608799,-809264059527858.2,5.468716740161867,-809264059527852.8,0.0
-0.13511725939739835,0.018828682736733562,-0.9389182514977845,0.38787317294792945,0.37106625886492317,0.4131037160498841,0.2845575108276957,0.9268485838935914,-0.5460430778965029,111771.72403702722,0.3332505772520685,7.6789271048331,-91523214961614.17,5.329245019321153,-91523214961608.84,0.0
-0.01698000008683171,-0.04086664153232173,0.4684971888048901,0.3234081388525665,1.5888691911619484,-0.6716363949613297,0.39355025341912714,-0.09663247948121012,-0.06275040063411552,295.8818750001219,2.2974385789816263,6.422713791949617,-28511881045501.863,3.903107488124547,-28511881045497.96,0.0
-0.035203999707104215,0.09949365037821793,0.7815815350141793,-0.33277770178109933,1.1239967551609573,0.15907597267396395,0.4060492786825273,0.8346043321113441,0.4685570012917346,1275.7734810092923,25.621714397180767,0.9838116699835582,-27905233642092.133,1.6532907569121236,-27905233642090.48,0.0
-0.04788894539700345,-0.03507435185350975,-0.6202221653209228,-0.1852631861406313,2.388501575705077,-0.34429764215340025,0.4347651066012313,-0.6138568194478831,-0.366707358461851,1676.4836392819461,0.368722028598355,2.4424707297618444,-3078074319378.308,4.597520036229558,-3078074319373.7104,0.0
-0.012598532279019942,0.03155764351058563,0.6626677468521489,-0.10596766033237426,2.291952355222074,-0.08093921226507671,-0.5487768434227995,-0.17155498003464764,-0.8447425046225723,17.13821438571595,19.58502565656181,4.228004878437693,-1989793252800.0952,1.876623280377654,-1989793252798.2185,0.0
0.12267584923753393,-0.04994908032055078,0.7584944435503664,-0.19961008442443817,0.1872490173567899,-0.5462204107926425,-0.08453305793191304,0.950463735393348,0.7990685062841134,1216.2392241410444,27.819059918711886,0.6559531705183261,-1696457819762.5425,2.611219043012655,-1696457819759.9312,0.0
-0.042370753447610515,0.016135833694142326,-0.532146873465793,0.46067330493165737,2.3650725792359344,0.0033741847650637837,0.2151759006071071,0.47484781779982255,-0.47621734086310386,130.41070465085969,1.5719567720016658,2.44292275582339,-292130791196.34393,1.003889369982709,-292130791195.34,0.0
0.07263535932874217,-0.1344563887421815,-0.2783766806328536,-0.5127164386330634,1.8451242065262015,0.32564637408290126,-0.028627454415480955,0.08185534074893508,-0.18578090605416264,5.846210590299789,25.63436878545325,3.7335595943023407,-257439731646.61414,1.9714768500539726,-257439731644.64267,0.0
