profiles_gaussian_centre,profiles_gaussian_intensity,profiles_gaussian_sigma,log_likelihood,log_prior,log_posterior,weights
49.88958512612123,0.7850284587696956,12.652426188405391,-5133.021805851571,1.2738391695598015,-5131.747966682011,1.0
50.731943473063765,0.8631757824945043,12.726742295177084,-5105.054193852485,1.1585125767894986,-5103.895681275695,1.0
50.60530180281844,1.1055402047747922,12.524112032315854,-5010.105947474809,0.9045351726522767,-5009.201412302156,1.0
50.98627584996441,1.1554669301896805,12.236505025530048,-4985.812822087634,0.8654509911727555,-4984.947371096461,1.0
49.442512921537755,0.8788284183832951,12.37954686114141,-5093.32763472323,1.13787854270759,-5092.189756180523,1.0
50.20875022152769,0.855421511656012,12.36152711210067,-5101.878478662514,1.169014323785356,-5100.709464338728,1.0
49.99837904298723,1.290266260263924,12.760390484493602,-4945.803665546227,0.7750338289055546,-4945.028631717322,1.0
49.90032090734117,1.1525965326247058,12.492426337709281,-4991.338681907356,0.8676062886661551,-4990.47107561869,1.0
49.42289137706747,1.174762734449848,12.42877229173968,-4981.8526973252265,0.8512357182221217,-4981.001461607005,1.0
50.36236651189293,1.030838769280047,12.57547098790729,-5039.034634831967,0.9700838092250011,-5038.064551022742,1.0
50.019385691526786,0.9106092561358884,12.502662187519595,-5083.094293588912,1.098165863417022,-5081.996127725494,1.0
50.2787211056109,0.9576842313934626,12.507694791908648,-5065.401566262604,1.044185512530541,-5064.357380750073,1.0
51.16534770734127,1.0965998844899305,12.660315263486861,-5017.047209513137,0.9119096346295325,-5016.135299878508,1.0
48.96791250141941,1.0625500856164816,12.585442845348393,-5027.871797357612,0.9411321061819024,-5026.930665251431,1.0
49.49179086039827,0.7889103277957643,12.682803289755423,-5132.101163484941,1.2675711861879482,-5130.8335922987535,1.0
49.07446508021535,1.1624839110597072,12.390490145200575,-4986.1013769948995,0.860226959260375,-4985.241150035639,1.0
49.69225642181102,0.835581560937898,12.650958991946691,-5113.91765437672,1.196771262972283,-5112.720883113748,1.0
49.09205061366142,1.0224281727355085,12.424332308400334,-5039.785276378621,0.9780638157930431,-5038.807212562829,1.0
50.162940670226064,0.8790744143255936,12.535412268519487,-5095.633537847668,1.1375601242668152,-5094.495977723401,1.0
49.35798400881194,0.7983537716695214,12.542005845677956,-5126.561240280299,1.2525775357819067,-5125.308662744517,1.0
48.94136907812402,1.2701220557179957,12.664306246756695,-4951.992699945325,0.7873259073788017,-4951.205374037946,1.0
49.83533792597836,0.7753296270155539,12.286725781743911,-5131.452182044058,1.289774007281601,-5130.1624080367765,1.0
48.99391511590849,1.1206216881343845,12.74250218607535,-5009.192670298526,0.8923618118303637,-5008.300308486695,1.0
49.39718734296871,1.1998576821084492,12.704864584963865,-4978.402954454964,0.8334321769251422,-4977.569522278039,1.0
50.44044836097194,1.0753535722668752,12.515809063703303,-5021.160654452358,0.9299267011239589,-5020.230727751235,1.0
49.77675478179117,1.1489331034309336,12.454677387347042,-4991.947320878469,0.8703726936005317,-4991.076948184868,1.0
49.55338379752175,1.0054951760495707,12.426499169701962,-5045.815818586183,0.9945348558795076,-5044.821283730304,1.0
50.795511094346224,0.8947675122056771,12.415801675084829,-5088.180504041675,1.1176087490424367,-5087.062895292633,1.0
50.20934282100069,0.9226330634586479,12.57383708815578,-5079.781314100529,1.083854502516232,-5078.697459598013,1.0
49.737023584996955,1.07860934845261,12.385769881359014,-5017.181335282183,0.9271197226638317,-5016.254215559519,1.0
49.71865628069938,0.9686986823732195,12.361742279741584,-5058.569567217249,1.032312749254593,-5057.537254467994,1.0
50.82972774987478,1.1368979220966318,12.482370485821793,-4997.740090444315,0.8795864435707923,-4996.860504000744,1.0
49.62712477509567,0.9839056915494234,12.524124084635138,-5055.744469710301,1.0163575722640976,-5054.7281121380365,1.0
50.40418053938821,1.1290160888292096,12.795448248187201,-5006.604723960022,0.8857269704960544,-5005.718996989526,1.0
49.6517251054315,0.9725649150377759,12.550421665193527,-5060.493967059522,1.0282090013098597,-5059.4657580582125,1.0
49.978130344607216,1.1462208346696494,12.28676663295318,-4989.409622013476,0.8724322309916906,-4988.537189782484,1.0
49.52733625715421,1.2442228474355137,12.312796193514828,-4952.922764513498,0.8037145452369042,-4952.119049968261,1.0
50.99829873675839,1.0654922775158764,12.462781285091612,-5024.557947293422,0.9385333156345654,-5023.619413977788,1.0
51.270683884651746,1.0889258252743588,12.262416422720445,-5012.264052069317,0.9183361959002546,-5011.345715873416,1.0
50.91939269542116,0.90105264943911,12.39861209689955,-5085.659162053274,1.109813062114054,-5084.54934899116,1.0
49.95258969478819,1.2998538167516702,12.603753245323817,-4938.5919615909725,0.7693172779220637,-4937.822644313051,1.0
49.083406589040976,0.9294763015455737,12.4548373656864,-5075.6198691182635,1.0758746601039277,-5074.543994458159,1.0
49.498117125962736,0.823922485789444,12.742109877956025,-5119.767894022705,1.2137064071529091,-5118.554187615552,1.0
49.47282080500281,0.7749044106033466,12.689907631542106,-5137.501651497654,1.2904817501572772,-5136.211169747497,1.0
50.79817017956914,0.8452488823388559,12.673220893691614,-5111.041321073012,1.1830834927967466,-5109.858237580215,1.0
51.12929428463339,1.3310565154874061,13.001048840833464,-4937.722197137823,0.7512829007368031,-4936.970914237087,1.0
50.16409377021497,1.2450545578347239,12.630336482098015,-4959.70401267165,0.8031776549126501,-4958.900835016738,1.0
