centre,intensity,sigma,log_likelihood,log_prior,log_posterior,weights
49.58110819340842,0.9370357377511463,10.02122115338767,-10464.69214838491,1.0672041623981454,-10463.62494422251,1.0
49.429293784844155,1.104676233021927,10.102471333166704,-10379.338746646717,0.9054526207542037,-10378.433294025963,1.0
50.44672699383459,0.963077106396141,9.995617028243649,-10449.80883267915,1.038338844710735,-10448.77049383444,1.0
49.66180329869812,1.0382705588925896,10.067464089705155,-10412.499510135316,0.9632311185147387,-10411.536279016802,1.0
49.003107344511676,0.989085539910451,10.10621061169075,-10442.150938704865,1.0112605139466249,-10441.139678190917,1.0
50.328243336686214,1.0865779130271107,9.911245368588748,-10379.500829077448,0.920478113765372,-10378.580350963683,1.0
50.19312349382715,1.0251374213607058,10.014280039747636,-10417.010922731983,0.9754830523927066,-10416.03543967959,1.0
49.83281116276842,1.0408545667762348,10.065135154227209,-10410.839696207511,0.9608338669695039,-10409.878862340542,1.0
50.084189517728134,1.0603598253694086,9.966372374893078,-10395.901716367298,0.9430987081329267,-10394.958617659166,1.0
48.29522727321154,1.1082924392760118,10.159675380401266,-10386.070699920547,0.9027988552987467,-10385.167901065248,1.0
49.50291423578001,0.972253596480519,10.075823667949658,-10448.275867648437,1.0286532215302748,-10447.247214426907,1.0
50.36626664921565,0.9248932274236907,9.983938974318358,-10469.677174434844,1.0812110436042226,-10468.59596339124,1.0
48.69277387778492,1.228831022285522,9.989126052212884,-10311.491691650144,0.813783903458941,-10310.677907746685,1.0
50.80646334014063,1.0926816489845115,10.028487714778853,-10383.135915700817,0.9151958726888881,-10382.220719828128,1.0
50.427247419682125,1.1154220796810188,10.023804639783997,-10369.643753232529,0.8965329443783433,-10368.74722028815,1.0
50.27596204404466,1.0183346454782842,9.96059092069199,-10418.36735491319,0.9820265228654141,-10417.385328390326,1.0
50.12444601470892,1.0191860741020637,10.067241029272498,-10422.467758825685,0.9812655289103104,-10421.486493296776,1.0
49.22999372355987,1.0259358884969643,10.050338610813471,-10419.343250991682,0.9747704560741428,-10418.368480535608,1.0
50.65723710717712,1.0668607629486393,9.874067770645295,-10389.186365627813,0.9376466171287274,-10388.248719010684,1.0
49.703759850191524,1.0853667593526577,10.059913638383865,-10387.047570667506,0.9214193386605849,-10386.126151328846,1.0
50.03139694708145,1.0536161968579711,10.11595604129249,-10406.298076899566,0.9493811288305817,-10405.348695770736,1.0
50.103833771041266,0.9667388503731288,9.918169852918545,-10444.138780575107,1.0345394401240713,-10443.104241134983,1.0
49.58330055037552,1.0621382030574456,9.911885972248204,-10392.769033152625,0.9416523458817494,-10391.827380806742,1.0
50.364466445280456,0.9719225981737855,9.90699850149477,-10441.154871964403,1.029061501881206,-10440.125810462521,1.0
50.34289989671557,0.9935946370985037,9.951147450802443,-10431.344605465198,1.006494387504408,-10430.338111077694,1.0
50.963692847371625,0.9817453787980108,10.008076479204602,-10441.958502244406,1.0185953531045546,-10440.9399068913,1.0
48.944151850446886,1.083809549845182,9.936473238319854,-10384.503901130158,0.9227520440755702,-10383.581149086081,1.0
50.79409193654127,1.017827263935218,10.109805332514577,-10426.456551904066,0.982726125153501,-10425.473825778912,1.0
49.11134755908606,0.9876332237593897,9.991517226954008,-10437.651592792457,1.0125230675661876,-10436.639069724892,1.0
49.4468870155635,1.0020316397314915,10.106883609313298,-10433.880216086553,0.9982009615785912,-10432.882015124975,1.0
48.952989329770254,1.0206901127890378,10.088852386087169,-10424.899576352806,0.9798871854075684,-10423.919689167398,1.0
49.399056572246,1.109458652308468,10.105269086230038,-10377.022544285515,0.9015621168273922,-10376.120982168688,1.0
50.44672699383459,0.963077106396141,9.995617028243649,-10449.80883267915,1.038338844710735,-10448.77049383444,1.0
49.66180329869812,1.0382705588925896,10.067464089705155,-10412.499510135316,0.9632311185147387,-10411.536279016802,1.0
49.13564630544336,0.9876257377227287,10.0851734726191,-10441.527247100345,1.0126743935694935,-10440.514572706776,1.0
50.01994858621504,1.0898707913136025,9.948918296942491,-10379.23272193069,0.9175921447276351,-10378.315129785962,1.0
50.803235486878265,1.0718841947799826,9.959878414118661,-10391.016167327813,0.9329687983112706,-10390.0831985295,1.0
49.83281116276842,1.0408545667762348,10.065135154227209,-10410.839696207511,0.9608338669695039,-10409.878862340542,1.0
50.97302459376402,1.126806336950902,9.943398831970768,-10361.642474512673,0.8875280214700548,-10360.754946491203,1.0
48.29522727321154,1.1082924392760118,10.159675380401266,-10386.070699920547,0.9027988552987467,-10385.167901065248,1.0
49.50291423578001,0.972253596480519,10.075823667949658,-10448.275867648437,1.0286532215302748,-10447.247214426907,1.0
50.36626664921565,0.9248932274236907,9.983938974318358,-10469.677174434844,1.0812110436042226,-10468.59596339124,1.0
48.69277387778492,1.228831022285522,9.989126052212884,-10311.491691650144,0.813783903458941,-10310.677907746685,1.0
51.135299401339346,1.1230610848728655,10.016546646857664,-10368.02856457446,0.890428991941506,-10367.13813558252,1.0
50.41767068781805,1.1159963672979274,10.023686373247426,-10369.311472069692,0.8960714853299786,-10368.415400584363,1.0
50.27596204404466,1.0183346454782842,9.96059092069199,-10418.36735491319,0.9820265228654141,-10417.385328390326,1.0
50.12444601470892,1.0191860741020637,10.067241029272498,-10422.467758825685,0.9812655289103104,-10421.486493296776,1.0
48.97651832420906,1.0333019287000524,10.07293037955582,-10417.420135359429,0.9678777243900212,-10416.45225763504,1.0
50.64469792586142,1.0694325768683044,9.881898980007811,-10388.12661880507,0.9353542685714102,-10387.1912645365,1.0
49.703759850191524,1.0853667593526577,10.059913638383865,-10387.047570667506,0.9214193386605849,-10386.126151328846,1.0
50.62850309941812,1.0964387232361157,10.196716033745593,-10388.339383581624,0.9128176166305922,-10387.426565964994,1.0
50.136730336009876,0.9765996617097429,9.926277221845783,-10439.185400004046,1.0240697355661934,-10438.16133026848,1.0
49.56513776182739,1.0676603406051266,9.875890640741142,-10388.144534005995,0.9369355292514912,-10387.207598476743,1.0
50.29311192945648,0.9944374572542943,9.9221142444349,-10429.552545614064,1.0057149815241981,-10428.54683063254,1.0
50.067309837368434,1.0016033332556913,9.97571025612559,-10427.835150165407,0.9984110331399323,-10426.836739132266,1.0
